id,star,name_cn,name_jp,name_en,name_link,name_other,cost,faction,get,hp,atk,class_link,avatar,np_type,img_links
11,1,卫宫,エミヤ,Emiya,卫宫,红A&红茶&核弹剑仙&阿茶&背影男,12,人,圣晶石常驻,11521,9398,Archer,https://fgo.wiki\images/7/74/Servant011.jpg,全体,['https://fgo.wiki\\images/3/35/%E5%8D%AB%E5%AE%AB%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/4/40/%E5%8D%AB%E5%AE%AB%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4II.png'	'https://fgo.wiki\\images/3/3e/%E5%8D%AB%E5%AE%AB%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/4/4d/%E5%8D%AB%E5%AE%AB%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/3/34/%E5%8D%AB%E5%AE%AB%E7%81%B5%E8%A1%A31.png'	'https://fgo.wiki\\images/d/d1/%E5%8D%AB%E5%AE%AB%E6%84%9A%E4%BA%BA%E8%8A%82.png']
12,1,吉尔伽美什,ギルガメッシュ,Gilgamesh,吉尔伽美什,金闪闪&二闪&乌鲁克村长,16,天,期间限定,13097,12280,Archer,https://fgo.wiki\images/6/62/Servant012.jpg,全体,['https://fgo.wiki\\images/f/f7/%E5%90%89%E5%B0%94%E4%BC%BD%E7%BE%8E%E4%BB%801.png'	'https://fgo.wiki\\images/9/99/%E5%90%89%E5%B0%94%E4%BC%BD%E7%BE%8E%E4%BB%802.png'	'https://fgo.wiki\\images/c/c2/%E5%90%89%E5%B0%94%E4%BC%BD%E7%BE%8E%E4%BB%803.png'	'https://fgo.wiki\\images/9/91/%E5%90%89%E5%B0%94%E4%BC%BD%E7%BE%8E%E4%BB%804.png'	'https://fgo.wiki\\images/6/6b/%E5%90%89%E5%B0%94%E4%BC%BD%E7%BE%8E%E4%BB%80%E6%84%9A%E4%BA%BA%E8%8A%82.png']
13,1,罗宾汉,ロビンフッド,Robin Hood,罗宾汉,绿茶&罗宾,7,人,圣晶石常驻&友情点召唤,10187,6715,Archer,https://fgo.wiki\images/6/66/Servant013.jpg,单体,['https://fgo.wiki\\images/b/bf/%E7%BD%97%E5%AE%BE%E6%B1%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4I.png'	'https://fgo.wiki\\images/0/05/%E7%BD%97%E5%AE%BE%E6%B1%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4II.png'	'https://fgo.wiki\\images/1/1d/%E7%BD%97%E5%AE%BE%E6%B1%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4III.png'	'https://fgo.wiki\\images/a/a6/%E7%BD%97%E5%AE%BE%E6%B1%89%E7%81%B5%E5%9F%BA%E5%86%8D%E4%B8%B4IV.png'	'https://fgo.wiki\\images/2/2e/%E7%BD%97%E5%AE%BE%E6%B1%89%E7%81%B5%E8%A1%A3.png'	'https://fgo.wiki\\images/c/c3/%E7%BD%97%E5%AE%BE%E6%B1%89%E6%84%9A%E4%BA%BA%E8%8A%82.png']
14,1,阿塔兰忒,アタランテ,Atalante,阿塔兰忒,阿塔&塔喵&猫茶,12,地,圣晶石常驻,12476,8633,Archer,https://fgo.wiki\images/c/c7/Servant014.jpg,全体,['https://fgo.wiki\\images/1/10/%E9%98%BF%E5%A1%94%E5%85%B0%E5%BF%92-%E5%8D%A1%E9%9D%A2-1.png'	'https://fgo.wiki\\images/c/cc/%E9%98%BF%E5%A1%94%E5%85%B0%E5%BF%92-%E5%8D%A1%E9%9D%A2-2.png'	'https://fgo.wiki\\images/1/15/%E9%98%BF%E5%A1%94%E5%85%B0%E5%BF%92-%E5%8D%A1%E9%9D%A2-3.png'	'https://fgo.wiki\\images/4/41/%E9%98%BF%E5%A1%94%E5%85%B0%E5%BF%92-%E5%8D%A1%E9%9D%A2-4.png'	'https://fgo.wiki\\images/0/0a/%E9%98%BF%E5%A1%94%E5%85%B0%E5%BF%92-%E5%8D%A1%E9%9D%A2-y.png']
15,1,尤瑞艾莉,エウリュアレ,Euryale,尤瑞艾莉,二姐,7,天,圣晶石常驻&友情点召唤,9506,7032,Archer,https://fgo.wiki\images/4/40/Servant015.jpg,单体,['https://fgo.wiki\\images/8/8f/%E5%B0%A4%E7%91%9E%E7%88%B1%E4%B8%BD.png'	'https://fgo.wiki\\images/f/fe/%E5%B0%A4%E7%91%9E%E8%89%BE%E8%8E%89-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/9/91/%E5%B0%A4%E7%91%9E%E8%89%BE%E8%8E%89-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/7/79/%E5%B0%A4%E7%91%9E%E8%89%BE%E8%8E%89-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/9/9f/%E5%B0%A4%E7%91%9E%E8%89%BE%E8%8E%89-%E6%84%9A%E4%BA%BA%E8%8A%82.png']
16,1,阿拉什,アーラシュ,Arash,阿拉什,自爆弓&大英雄&Stella,3,地,友情点召唤,7122,5816,Archer,https://fgo.wiki\images/0/05/Servant016.jpg,全体,['https://fgo.wiki\\images/2/26/%E9%98%BF%E6%8B%89%E4%BB%80-%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/0/01/%E9%98%BF%E6%8B%89%E4%BB%80-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/3/3c/%E9%98%BF%E6%8B%89%E4%BB%80-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/5/5c/%E9%98%BF%E6%8B%89%E4%BB%80-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/9/97/%E5%A4%A7%E8%8B%B1%E9%9B%841.png'	'https://fgo.wiki\\images/7/75/%E5%A4%A7%E8%8B%B1%E9%9B%842.png'	'https://fgo.wiki\\images/7/7a/%E5%A4%A7%E8%8B%B1%E9%9B%843.png'	'https://fgo.wiki\\images/8/8f/%E9%98%BF%E6%8B%89%E4%BB%80-%E5%8D%A1%E9%9D%A2-%E6%84%9A%E4%BA%BA%E8%8A%82.png'	'https://fgo.wiki\\images/0/06/%E9%98%BF%E6%8B%89%E4%BB%80-%E6%84%9A%E4%BA%BA%E8%8A%822020.png']
17,1,库・丘林,クー・フーリン,Cú Chulainn,库·丘林,汪酱&大狗,7,天,圣晶石常驻&友情点召唤,9593,7239,Lancer,https://fgo.wiki\images/7/76/Servant017.jpg,单体,['https://fgo.wiki\\images/8/81/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97-%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/0/0d/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/4/45/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/0/03/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/6/69/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97-%E5%8D%A1%E9%9D%A2y.png']
18,1,伊丽莎白・巴托里,エリザベート・バートリー,Elisabeth Báthory,伊丽莎白·巴托里,龙娘,12,人,圣晶石常驻,11870,9122,Lancer,https://fgo.wiki\images/d/da/Servant018.jpg,全体,['https://fgo.wiki\\images/d/d1/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BDI.png'	'https://fgo.wiki\\images/f/f6/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BDII.png'	'https://fgo.wiki\\images/1/16/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BDIII.png'	'https://fgo.wiki\\images/3/3b/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BDIV.png'	'https://fgo.wiki\\images/8/8f/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%E6%84%9A%E4%BA%BA%E8%8A%82.png']
19,1,武藏坊弁庆,武蔵坊弁慶,Musashibou Benkei,武藏坊弁庆,常陆坊海尊,4,人,友情点召唤,9149,5801,Lancer,https://fgo.wiki\images/1/10/Servant019.jpg,辅助,['https://fgo.wiki\\images/8/80/%E6%AD%A6%E8%97%8F%E5%9D%8A%E5%BC%81%E5%BA%861.png'	'https://fgo.wiki\\images/f/f9/%E6%AD%A6%E8%97%8F%E5%9D%8A%E5%BC%81%E5%BA%862.png'	'https://fgo.wiki\\images/d/d7/%E6%AD%A6%E8%97%8F%E5%9D%8A%E5%BC%81%E5%BA%863.png'	'https://fgo.wiki\\images/0/0f/%E6%AD%A6%E8%97%8F%E5%9D%8A%E5%BC%81%E5%BA%864.png'	'https://fgo.wiki\\images/5/59/%E5%92%8C%E5%B0%9A1.png'	'https://fgo.wiki\\images/1/17/%E5%92%8C%E5%B0%9A2.png'	'https://fgo.wiki\\images/5/52/%E5%92%8C%E5%B0%9A3.png'	'https://fgo.wiki\\images/a/ab/%E6%AD%A6%E8%97%8F%E5%9D%8A%E5%BC%81%E5%BA%865.png'	'https://fgo.wiki\\images/1/1f/%E6%AD%A6%E8%97%8F%E5%9D%8A%E5%BC%81%E5%BA%86-%E6%84%9A%E4%BA%BA%E8%8A%822020.png']
20,1,库・丘林〔Prototype〕,クー・フーリン〔プロトタイプ〕,Cú Chulainn (Prototype),库·丘林〔Prototype〕,旧狗,7,天,圣晶石常驻&友情点召唤,10098,7082,Lancer,https://fgo.wiki\images/2/22/Servant020.jpg,单体,['https://fgo.wiki\\images/9/97/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97%EF%BC%88Prototype%EF%BC%89-%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/5/5c/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97%EF%BC%88Prototype%EF%BC%89-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/3/3b/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97%EF%BC%88Prototype%EF%BC%89-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/b/ba/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97%EF%BC%88Prototype%EF%BC%89-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/7/77/%E5%BA%93%C2%B7%E4%B8%98%E6%9E%97%EF%BC%88Prototype%EF%BC%89-%E5%8D%A1%E9%9D%A2y.png']
21,1,列奥尼达一世,レオニダス一世,Leonidas I,列奥尼达一世,炎头&斯巴达,4,人,友情点召唤,7959,6583,Lancer,https://fgo.wiki\images/5/59/Servant021.jpg,辅助,['https://fgo.wiki\\images/a/a1/%E5%88%97%E5%A5%A5%E5%B0%BC%E8%BE%BE%E4%B8%80%E4%B8%961.png'	'https://fgo.wiki\\images/5/5a/%E5%88%97%E5%A5%A5%E5%B0%BC%E8%BE%BE%E4%B8%80%E4%B8%962.png'	'https://fgo.wiki\\images/f/fb/%E5%88%97%E5%A5%A5%E5%B0%BC%E8%BE%BE%E4%B8%80%E4%B8%963.png'	'https://fgo.wiki\\images/7/79/%E5%88%97%E5%A5%A5%E5%B0%BC%E8%BE%BE%E4%B8%80%E4%B8%964.png'	'https://fgo.wiki\\images/2/24/%E7%82%8E%E5%A4%B41.png'	'https://fgo.wiki\\images/b/b5/%E7%82%8E%E5%A4%B42.png'	'https://fgo.wiki\\images/1/14/%E7%82%8E%E5%A4%B43.png'	'https://fgo.wiki\\images/b/b0/%E5%88%97%E5%A5%A5%E5%B0%BC%E8%BE%BE%E4%B8%80%E4%B8%965.png'	'https://fgo.wiki\\images/6/60/%E5%88%97%E5%A5%A5%E5%B0%BC%E8%BE%BE%E4%B8%80%E4%B8%96-%E6%84%9A%E4%BA%BA%E8%8A%822020.png']
22,1,罗穆路斯,ロムルス,Romulus,罗穆路斯,罗马&神祖,7,星,圣晶石常驻&友情点召唤,9883,7239,Lancer,https://fgo.wiki\images/d/d8/Servant022.jpg,全体,['https://fgo.wiki\\images/f/f9/%E7%BD%97%E7%A9%86%E8%B7%AF%E6%96%AF1.png'	'https://fgo.wiki\\images/4/4c/%E7%BD%97%E7%A9%86%E8%B7%AF%E6%96%AF2.png'	'https://fgo.wiki\\images/2/23/%E7%BD%97%E7%A9%86%E8%B7%AF%E6%96%AF3.png'	'https://fgo.wiki\\images/6/62/%E7%BD%97%E7%A9%86%E8%B7%AF%E6%96%AF4.png'	'https://fgo.wiki\\images/0/0f/%E7%BD%97%E7%A9%86%E8%B7%AF%E6%96%AF5.png']
23,1,美杜莎,メドゥーサ,Medusa,美杜莎,R姐,7,地,圣晶石常驻&友情点召唤,8937,7200,Rider,https://fgo.wiki\images/7/7d/Servant023.jpg,全体,['https://fgo.wiki\\images/9/99/%E7%BE%8E%E6%9D%9C%E8%8E%8E-%E5%8D%A1%E9%9D%A21.png'	'https://fgo.wiki\\images/8/89/%E7%BE%8E%E6%9D%9C%E8%8E%8E-%E5%8D%A1%E9%9D%A22.png'	'https://fgo.wiki\\images/e/e8/%E7%BE%8E%E6%9D%9C%E8%8E%8E-%E5%8D%A1%E9%9D%A23.png'	'https://fgo.wiki\\images/b/b3/%E7%BE%8E%E6%9D%9C%E8%8E%8E-%E5%8D%A1%E9%9D%A24.png'	'https://fgo.wiki\\images/9/96/%E7%BE%8E%E6%9D%9C%E8%8E%8E-%E5%8D%A1%E9%9D%A2y.png']
24,1,乔尔乔斯,ゲオルギウス,Georgios,乔尔乔斯,乔老师,4,人,友情点召唤,9200,5236,Rider,https://fgo.wiki\images/c/c3/Servant024.jpg,单体,['https://fgo.wiki\\images/5/50/%E4%B9%94%E5%B0%94%E4%B9%94%E6%96%AF1.png'	'https://fgo.wiki\\images/7/71/%E4%B9%94%E5%B0%94%E4%B9%94%E6%96%AF2.png'	'https://fgo.wiki\\images/9/98/%E4%B9%94%E5%B0%94%E4%B9%94%E6%96%AF3.png'	'https://fgo.wiki\\images/1/1a/%E4%B9%94%E5%B0%94%E4%B9%94%E6%96%AF4.png'	'https://fgo.wiki\\images/6/60/%E4%B9%94%E8%80%81%E5%B8%881.png'	'https://fgo.wiki\\images/8/8f/%E4%B9%94%E8%80%81%E5%B8%882.png'	'https://fgo.wiki\\images/5/56/%E4%B9%94%E8%80%81%E5%B8%883.png'	'https://fgo.wiki\\images/1/12/%E4%B9%94%E5%B0%94%E4%B9%94%E6%96%AF5.png'	'https://fgo.wiki\\images/2/27/%E4%B9%94%E5%B0%94%E4%B9%94%E6%96%AF-%E6%84%9A%E4%BA%BA%E8%8A%822020.png']
